"","position","water_year","Node","Probability_Threshold","value","Species","Life_Stage","Hydraulic"
"63","slice3",2003,"J01-061","Annual",100,"Willow","Adult","StreamPower"
"64","slice3",2004,"J01-061","Annual",100,"Willow","Adult","StreamPower"
"65","slice3",2005,"J01-061","Annual",100,"Willow","Adult","StreamPower"
"66","slice3",2006,"J01-061","Annual",100,"Willow","Adult","StreamPower"
"67","slice3",2007,"J01-061","Annual",100,"Willow","Adult","StreamPower"
"68","slice3",2008,"J01-061","Annual",100,"Willow","Adult","StreamPower"
"69","slice3",2009,"J01-061","Annual",100,"Willow","Adult","StreamPower"
"70","slice3",2010,"J01-061","Annual",100,"Willow","Adult","StreamPower"
"71","slice3",2011,"J01-061","Annual",100,"Willow","Adult","StreamPower"
"72","slice3",2012,"J01-061","Annual",100,"Willow","Adult","StreamPower"
"73","slice3",2013,"J01-061","Annual",100,"Willow","Adult","StreamPower"
"74","slice3",2014,"J01-061","Annual",100,"Willow","Adult","StreamPower"
"75","slice3",2015,"J01-061","Annual",100,"Willow","Adult","StreamPower"
"76","slice3",2016,"J01-061","Annual",100,"Willow","Adult","StreamPower"
"77","slice3",2017,"J01-061","Annual",100,"Willow","Adult","StreamPower"
"78","slice3",2018,"J01-061","Annual",100,"Willow","Adult","StreamPower"
