"","month_year","water_year","month","season","position","Node","Probability_Threshold","n_days","Species","Life_Stage","Hydraulic"
"1",Jan 1993,1993,1,"Winter","slice1","J01-090","days_per_month",0,"Chub","Adult","Depth"
"2",Jan 1993,1993,1,"Winter","slice2","J01-090","days_per_month",0,"Chub","Adult","Depth"
"3",Jan 1994,1994,1,"Winter","slice1","J01-090","days_per_month",0,"Chub","Adult","Depth"
"4",Jan 1994,1994,1,"Winter","slice2","J01-090","days_per_month",0,"Chub","Adult","Depth"
"5",Jan 1995,1995,1,"Winter","slice1","J01-090","days_per_month",0,"Chub","Adult","Depth"
"6",Jan 1995,1995,1,"Winter","slice2","J01-090","days_per_month",0,"Chub","Adult","Depth"
"7",Jan 1996,1996,1,"Winter","slice1","J01-090","days_per_month",0,"Chub","Adult","Depth"
"8",Jan 1996,1996,1,"Winter","slice2","J01-090","days_per_month",0,"Chub","Adult","Depth"
"9",Jan 1997,1997,1,"Winter","slice1","J01-090","days_per_month",0,"Chub","Adult","Depth"
"10",Jan 1997,1997,1,"Winter","slice2","J01-090","days_per_month",0,"Chub","Adult","Depth"
"11",Jan 1998,1998,1,"Winter","slice1","J01-090","days_per_month",0,"Chub","Adult","Depth"
"12",Jan 1998,1998,1,"Winter","slice2","J01-090","days_per_month",0,"Chub","Adult","Depth"
"13",Jan 1999,1999,1,"Winter","slice1","J01-090","days_per_month",0,"Chub","Adult","Depth"
"14",Jan 1999,1999,1,"Winter","slice2","J01-090","days_per_month",0,"Chub","Adult","Depth"
"15",Jan 2000,2000,1,"Winter","slice1","J01-090","days_per_month",0,"Chub","Adult","Depth"
"16",Jan 2000,2000,1,"Winter","slice2","J01-090","days_per_month",0,"Chub","Adult","Depth"
"17",Jan 2001,2001,1,"Winter","slice1","J01-090","days_per_month",0,"Chub","Adult","Depth"
"18",Jan 2001,2001,1,"Winter","slice2","J01-090","days_per_month",0,"Chub","Adult","Depth"
"19",Jan 2002,2002,1,"Winter","slice1","J01-090","days_per_month",0,"Chub","Adult","Depth"
"20",Jan 2002,2002,1,"Winter","slice2","J01-090","days_per_month",0,"Chub","Adult","Depth"
"21",Jan 2003,2003,1,"Winter","slice1","J01-090","days_per_month",0,"Chub","Adult","Depth"
"22",Jan 2003,2003,1,"Winter","slice2","J01-090","days_per_month",0,"Chub","Adult","Depth"
"23",Jan 2004,2004,1,"Winter","slice1","J01-090","days_per_month",0,"Chub","Adult","Depth"
"24",Jan 2004,2004,1,"Winter","slice2","J01-090","days_per_month",0,"Chub","Adult","Depth"
"25",Jan 2005,2005,1,"Winter","slice1","J01-090","days_per_month",0,"Chub","Adult","Depth"
"26",Jan 2005,2005,1,"Winter","slice2","J01-090","days_per_month",0,"Chub","Adult","Depth"
"27",Jan 2006,2006,1,"Winter","slice1","J01-090","days_per_month",0,"Chub","Adult","Depth"
"28",Jan 2006,2006,1,"Winter","slice2","J01-090","days_per_month",0,"Chub","Adult","Depth"
"29",Jan 2007,2007,1,"Winter","slice1","J01-090","days_per_month",0,"Chub","Adult","Depth"
"30",Jan 2007,2007,1,"Winter","slice2","J01-090","days_per_month",0,"Chub","Adult","Depth"
"31",Jan 2008,2008,1,"Winter","slice1","J01-090","days_per_month",0,"Chub","Adult","Depth"
"32",Jan 2008,2008,1,"Winter","slice2","J01-090","days_per_month",0,"Chub","Adult","Depth"
"33",Jan 2009,2009,1,"Winter","slice1","J01-090","days_per_month",0,"Chub","Adult","Depth"
"34",Jan 2009,2009,1,"Winter","slice2","J01-090","days_per_month",0,"Chub","Adult","Depth"
"35",Jan 2010,2010,1,"Winter","slice1","J01-090","days_per_month",0,"Chub","Adult","Depth"
"36",Jan 2010,2010,1,"Winter","slice2","J01-090","days_per_month",0,"Chub","Adult","Depth"
"37",Jan 2011,2011,1,"Winter","slice1","J01-090","days_per_month",0,"Chub","Adult","Depth"
"38",Jan 2011,2011,1,"Winter","slice2","J01-090","days_per_month",0,"Chub","Adult","Depth"
"39",Jan 2012,2012,1,"Winter","slice1","J01-090","days_per_month",0,"Chub","Adult","Depth"
"40",Jan 2012,2012,1,"Winter","slice2","J01-090","days_per_month",0,"Chub","Adult","Depth"
"41",Jan 2013,2013,1,"Winter","slice1","J01-090","days_per_month",0,"Chub","Adult","Depth"
"42",Jan 2013,2013,1,"Winter","slice2","J01-090","days_per_month",0,"Chub","Adult","Depth"
"43",Jan 2014,2014,1,"Winter","slice1","J01-090","days_per_month",0,"Chub","Adult","Depth"
"44",Jan 2014,2014,1,"Winter","slice2","J01-090","days_per_month",0,"Chub","Adult","Depth"
"45",Jan 2015,2015,1,"Winter","slice1","J01-090","days_per_month",0,"Chub","Adult","Depth"
"46",Jan 2015,2015,1,"Winter","slice2","J01-090","days_per_month",0,"Chub","Adult","Depth"
"47",Jan 2016,2016,1,"Winter","slice1","J01-090","days_per_month",0,"Chub","Adult","Depth"
"48",Jan 2016,2016,1,"Winter","slice2","J01-090","days_per_month",0,"Chub","Adult","Depth"
"49",Jan 2017,2017,1,"Winter","slice1","J01-090","days_per_month",0,"Chub","Adult","Depth"
